1	0	35	43	1
1	13	36	43	1
1	26	36	45	1
1	38	90	115	1
1	51	90	121	1
1	64	90	169	1
1	76	95	139	1
1	90	162	140	1
1	103	163	138	1
1	116	196	140	1
1	128	205	115	1
1	141	187	116	1
1	154	46	104	1
1	166	43	38	1
1	180	43	36	1
2	0	36	44	1
2	13	35	44	1
2	26	36	45	1
2	38	89	118	1
2	51	90	121	1
2	64	90	171	1
2	76	90	140	1
2	90	161	141	1
2	103	163	138	1
2	116	166	140	1
2	128	204	115	1
2	141	197	115	1
2	154	46	107	1
2	166	43	39	1
2	180	43	37	1
3	0	36	44	1
3	13	35	44	1
3	26	36	45	1
3	38	90	115	1
3	51	90	121	1
3	64	90	169	1
3	76	93	140	1
3	90	161	140	1
3	103	164	138	1
3	116	165	141	1
3	128	205	116	1
3	141	49	119	1
3	154	46	104	1
3	166	43	39	1
3	180	43	36	1
4	0	35	43	1
4	13	35	43	1
4	26	36	45	1
4	38	90	117	1
4	51	89	119	1
4	64	90	170	1
4	76	96	139	1
4	90	162	138	1
4	103	163	140	1
4	116	167	140	1
4	128	202	118	1
4	141	49	116	1
4	154	46	105	1
4	166	43	39	1
4	180	43	36	1
5	0	36	44	1
5	13	35	44	1
5	26	37	45	1
5	38	90	116	1
5	51	89	122	1
5	64	91	170	1
5	76	94	139	1
5	90	161	140	1
5	103	164	142	1
5	116	165	141	1
5	128	203	117	1
5	141	49	117	1
5	154	46	104	1
5	166	43	39	1
5	180	43	36	1
6	0	35	43	1
6	13	35	44	1
6	26	36	45	1
6	38	90	118	1
6	51	90	121	1
6	64	90	167	1
6	76	98	138	1
6	90	162	138	1
6	103	162	139	1
6	116	163	139	1
6	128	202	116	1
6	141	49	117	1
6	154	46	103	1
6	166	44	39	1
6	180	43	36	1
7	0	36	44	1
7	13	35	44	1
7	26	36	44	1
7	38	89	116	1
7	51	89	118	1
7	64	89	169	1
7	76	93	139	1
7	90	162	140	1
7	103	163	139	1
7	116	165	139	1
7	128	203	116	1
7	141	49	116	1
7	154	46	105	1
7	166	44	39	1
7	180	43	36	1
8	0	36	44	1
8	13	35	43	1
8	26	37	45	1
8	38	90	115	1
8	51	90	119	1
8	64	89	172	1
8	76	93	216	1
8	90	161	140	1
8	103	162	138	1
8	116	165	142	1
8	128	202	116	1
8	141	49	117	1
8	154	46	104	1
8	166	44	39	1
8	180	43	36	1
10	0	36	44	1
10	13	36	44	1
10	26	36	45	1
10	38	90	114	1
10	51	90	122	1
10	64	90	170	1
10	76	95	140	1
10	90	161	140	1
10	103	163	138	1
10	116	163	140	1
10	128	206	116	1
10	141	48	116	1
10	154	46	103	1
10	166	44	39	1
10	180	43	36	1
11	0	35	44	1
11	13	35	44	1
11	26	36	45	1
11	38	90	116	1
11	51	89	120	1
11	64	89	169	1
11	76	91	139	1
11	90	162	139	1
11	103	162	139	1
11	116	163	142	1
11	128	204	115	1
11	141	50	115	1
11	154	46	104	1
11	166	44	38	1
11	180	43	36	1
12	0	35	43	1
12	13	35	44	1
12	26	37	45	1
12	38	89	114	1
12	51	89	118	1
12	64	90	169	1
12	76	91	141	1
12	90	161	138	1
12	103	162	138	1
12	116	166	139	1
12	128	204	117	1
12	141	49	115	1
12	154	46	104	1
12	166	44	38	1
12	180	43	36	1
13	0	35	43	1
13	13	35	43	1
13	26	36	44	1
13	38	90	117	1
13	51	89	119	1
13	64	90	169	1
13	76	94	140	1
13	90	162	138	1
13	103	162	139	1
13	116	201	139	1
13	128	202	118	1
13	141	49	115	1
13	154	46	103	1
13	166	43	39	1
13	180	43	36	1
14	0	35	44	1
14	13	36	44	1
14	26	36	44	1
14	38	90	117	1
14	51	90	120	1
