203	0	109	104	1
203	13	103	103	1
203	26	105	103	1
203	38	104	104	1
203	51	108	105	1
203	64	38	130	1
203	76	304	134	1
203	90	36	242	1
203	103	36	241	1
203	116	38	242	1
203	128	36	245	1
203	141	0	0	1
203	154	105	144	1
203	166	102	146	1
203	180	105	150	1
204	0	110	104	1
204	13	103	103	1
204	26	102	102	1
204	38	105	103	1
204	51	108	105	1
204	64	39	129	1
204	76	0	132	1
204	90	35	242	1
204	103	35	241	1
204	116	38	243	1
204	128	37	243	1
204	141	120	0	1
204	154	104	147	1
204	166	104	144	1
204	180	105	146	1
208	0	112	104	1
208	13	102	102	1
208	26	104	103	1
208	38	103	103	1
208	51	106	120	1
208	64	39	128	1
208	76	0	133	1
208	90	35	241	1
208	103	36	241	1
208	116	38	241	1
208	128	36	245	1
208	141	0	148	1
208	154	104	144	1
208	166	103	145	1
208	180	102	153	1
209	0	108	102	1
209	13	103	103	1
209	26	102	104	1
209	38	104	106	1
209	51	107	105	1
209	64	38	129	1
209	76	0	133	1
209	90	35	242	1
209	103	36	241	1
209	116	37	241	1
209	128	37	242	1
209	141	0	147	1
209	154	104	145	1
209	166	103	146	1
209	180	103	147	1
210	0	110	106	1
210	13	103	104	1
210	26	103	103	1
210	38	102	107	1
210	51	105	105	1
210	64	39	130	1
210	76	0	133	1
210	90	35	241	1
210	103	36	242	1
210	116	38	241	1
210	128	37	245	1
210	141	118	0	1
210	154	105	146	1
210	166	101	143	1
210	180	103	145	1
211	0	111	104	1
211	13	103	107	1
211	26	102	103	1
211	38	103	106	1
211	51	106	106	1
211	64	39	129	1
211	76	0	133	1
211	90	35	187	1
211	103	36	242	1
211	116	38	242	1
211	128	36	243	1
211	141	119	0	1
211	154	107	146	1
211	166	104	146	1
211	180	103	145	1
212	0	110	103	1
212	13	104	102	1
212	26	102	103	1
212	38	102	108	1
212	51	106	119	1
212	64	39	130	1
212	76	0	134	1
212	90	35	242	1
212	103	36	241	1
212	116	38	242	1
212	128	37	243	1
212	141	118	0	1
212	154	105	146	1
212	166	103	145	1
212	180	103	151	1
213	0	273	104	1
213	13	105	103	1
213	26	104	105	1
213	38	102	106	1
213	51	106	105	1
213	64	39	129	1
213	76	305	131	1
213	90	36	241	1
213	103	36	241	1
213	116	39	241	1
213	128	37	243	1
213	141	0	0	1
213	154	105	148	1
213	166	104	145	1
213	180	105	152	1
216	0	111	104	1
216	13	105	108	1
216	26	103	102	1
216	38	103	104	1
216	51	108	105	1
216	64	39	128	1
216	76	306	132	1
216	90	36	242	1
216	103	36	241	1
216	116	38	241	1
216	128	36	242	1
216	141	119	0	1
216	154	105	146	1
216	166	103	143	1
216	180	102	152	1
217	0	111	102	1
217	13	105	102	1
217	26	101	105	1
217	38	108	104	1
217	51	104	106	1
217	64	39	128	1
217	76	0	133	1
217	90	35	242	1
217	103	36	241	1
217	116	38	241	1
217	128	36	242	1
217	141	0	0	1
217	154	104	145	1
217	166	101	145	1
217	180	104	149	1
219	0	110	102	1
219	13	104	101	1
219	26	104	103	1
219	38	102	106	1
219	51	106	107	1
219	64	39	130	1
219	76	307	137	1
219	90	36	242	1
219	103	36	242	1
219	116	38	241	1
219	128	36	243	1
219	141	0	0	1
219	154	105	146	1
219	166	103	145	1
219	180	101	150	1
220	0	108	102	1
220	13	106	103	1
220	26	106	103	1
220	38	104	104	1
220	51	106	105	1
220	64	38	128	1
220	76	305	132	1
220	90	36	242	1
220	103	36	241	1
220	116	38	242	1
220	128	36	243	1
220	141	0	0	1
220	154	42	145	1
220	166	105	144	1
220	180	103	146	1
221	0	156	75	2
221	13	158	75	2
221	26	154	74	2
221	38	153	75	2
221	51	0	81	2
221	64	77	87	2
221	76	78	111	2
221	90	80	100	2
221	103	104	291	2
221	116	101	292	2
221	128	96	243	2
221	141	97	0	2
221	154	102	0	2
221	166	80	157	2
221	180	75	155	2
222	0	155	75	2
222	13	155	75	2
222	26	152	75	2
222	38	156	75	2
222	51	0	82	2
222	64	77	88	2
222	76	78	95	2
222	90	79	102	2
222	103	102	337	2
222	116	104	292	2
222	128	97	246	2
222	141	96	244	2
222	154	95	244	2
222	166	79	156	2
222	180	75	154	2
223	0	154	75	2
223	13	157	76	2
223	26	154	75	2
223	38	154	76	2
223	51	0	82	2
223	64	75	87	2
223	76	78	92	2
223	90	79	101	2
223	103	101	292	2
223	116	103	294	2
223	128	97	242	2
223	141	96	242	2
223	154	96	242	2
223	166	80	157	2
223	180	75	155	2
224	0	156	75	2
224	13	156	74	2
224	26	156	76	2
224	38	152	76	2
224	51	0	81	2
224	64	77	88	2
224	76	78	92	2
224	90	89	102	2
224	103	104	292	2
224	116	101	292	2
224	128	96	244	2
224	141	99	244	2
224	154	96	243	2
224	166	79	158	2
224	180	77	154	2
225	0	155	76	2
225	13	156	76	2
225	26	156	75	2
225	38	154	76	2
225	51	0	83	2
225	64	77	88	2
225	76	78	91	2
225	90	80	101	2
225	103	101	293	2
225	116	102	294	2
225	128	97	244	2
225	141	97	245	2
225	154	97	242	2
225	166	79	159	2
225	180	76	154	2
226	0	156	75	2
226	13	155	75	2
226	26	155	75	2
226	38	153	76	2
226	51	0	83	2
226	64	77	88	2
226	76	78	103	2
226	90	78	131	2
226	103	103	292	2
226	116	101	293	2
226	128	98	338	2
226	141	98	244	2
226	154	97	0	2
226	166	79	157	2
226	180	75	154	2
227	0	155	76	2
227	13	155	76	2
227	26	305	76	2
227	38	152	75	2
227	51	0	81	2
227	64	77	88	2
227	76	78	103	2
227	90	79	131	2
227	103	103	293	2
227	116	102	292	2
227	128	96	243	2
227	141	97	244	2
227	154	95	243	2
227	166	81	156	2
227	180	75	154	2
228	0	156	76	2
228	13	156	75	2
228	26	152	75	2
228	38	0	76	2
228	51	77	82	2
228	64	95	88	2
228	76	77	102	2
228	90	78	102	2
228	103	101	293	2
228	116	103	292	2
228	128	97	243	2
228	141	101	244	2
228	154	95	0	2
228	166	79	155	2
228	180	75	155	2
229	0	155	77	2
229	13	156	75	2
229	26	154	76	2
229	38	152	76	2
229	51	91	83	2
229	64	91	87	2
229	76	78	111	2
229	90	78	101	2
229	103	101	292	2
229	116	101	295	2
229	128	97	337	2
229	141	97	242	2
229	154	98	245	2
229	166	80	157	2
229	180	76	154	2
230	0	156	76	2
230	13	154	74	2
230	26	154	75	2
230	38	153	77	2
230	51	0	82	2
230	64	77	87	2
230	76	78	93	2
230	90	78	102	2
230	103	104	337	2
230	116	103	296	2
230	128	98	243	2
230	141	100	244	2
230	154	96	243	2
230	166	80	156	2
230	180	76	155	2
231	0	155	77	2
231	13	157	74	2
