17	51
51	51
85	51
119	51
153	51
187	51
221	51
85	17
119	17
153	17
119	85
153	85
187	85
221	85
119	119
153	119
187	119
221	119
119	153
153	153
187	153
221	153
119	187
153	187
187	187
221	187
255	187
289	187
323	187
357	187
119	221
153	221
187	221
221	221
255	221
289	221
323	221
357	221
255	255
289	255
323	255
357	255
391	255
425	255
255	289
289	289
323	272
255	323
