100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	10	5	2	0	0	2	5	10	100	100	100	100	100	100	100	100	100	100	100	100	100
100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	10	5	2	0	0	2	5	10	100	100	100	100	100	100	100	100	100	100	100	100	100
100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	10	5	2	0	0	2	5	10	100	100	100	100	100	100	100	100	100	100	100	100	100
100	100	100	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	10	5	0	0	0	0	0	10	10	10	10	100	100	100	100	50	50	20	20	20	100
100	100	100	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	10	5	0	0	0	0	0	0	5	5	10	50	50	50	50	50	50	20	20	20	100
100	100	100	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	10	5	0	0	0	0	0	0	0	0	5	10	10	10	10	10	20	20	20	20	100
100	100	100	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	10	5	0	0	0	0	0	0	0	0	0	5	5	5	5	5	10	10	10	10	5
100	100	100	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	10	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	2
100	100	100	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	10	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100	100	100	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	10	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100	100	100	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	10	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
100	100	100	50	50	50	50	50	50	10	10	10	10	10	10	10	10	10	10	10	10	10	10	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	5
100	100	100	50	50	50	50	50	50	10	5	5	5	5	5	5	5	5	5	5	5	5	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	10	10	100
100	100	100	50	50	50	50	50	50	10	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	10	10	50	50	100
100	100	100	50	50	50	50	50	50	10	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	20	20	50	50	100
100	100	100	50	50	50	50	50	50	10	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	20	20	50	50	100
100	100	100	50	50	50	50	50	50	10	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	20	20	50	50	100
100	100	100	50	50	50	50	50	50	10	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	20	20	50	50	100
100	100	100	50	50	50	50	50	50	10	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	5	5	5	5	5	5	5	5	5	10	20	20	50	50	100
100	100	100	50	50	50	50	50	50	10	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5	10	10	10	10	10	10	10	10	10	10	10	5	5	20	20	50	50	100
100	100	100	50	50	50	50	50	50	10	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5	10	50	50	50	50	50	50	50	50	50	50	5	5	20	20	50	50	100
100	100	100	50	50	50	50	50	50	10	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5	10	50	50	50	50	50	50	50	50	50	50	5	5	20	20	50	50	100
100	100	100	50	50	50	50	50	50	10	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5	10	50	50	50	50	50	50	50	50	50	50	5	5	20	20	50	50	100
100	100	100	50	50	50	50	50	50	10	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5	10	50	50	50	50	50	50	50	50	50	50	5	5	20	20	50	50	100
100	100	100	50	50	50	50	50	50	10	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5	10	50	50	50	50	50	50	50	50	50	50	5	5	20	20	50	50	100
100	100	100	50	50	50	50	50	50	10	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5	10	50	50	50	50	50	50	50	50	50	50	5	5	20	20	50	50	100
100	100	100	50	50	50	50	50	50	10	5	0	0	0	0	0	0	0	0	0	0	0	0	5	10	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
100	100	100	50	50	50	50	50	50	10	5	0	0	0	0	0	0	0	0	0	0	0	0	5	10	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
10	10	10	10	10	10	10	10	10	10	5	0	0	0	0	0	0	0	0	0	0	0	0	5	10	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
5	5	5	5	5	5	5	5	5	5	5	0	0	0	0	0	0	0	0	0	0	0	0	5	10	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	10	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	5	5	5	5	5	5	10	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
5	5	5	0	0	0	0	0	0	0	0	5	5	5	5	5	10	10	10	10	10	10	10	10	10	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
10	10	10	0	0	0	5	5	5	5	5	10	10	10	10	10	50	50	50	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
100	100	100	10	5	5	10	10	10	10	10	50	50	50	50	50	50	50	50	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
100	100	100	10	10	10	50	50	50	50	50	50	50	50	50	50	50	50	50	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
100	100	100	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
